tic,time,open,high,low,close,volume,day
688567.sh,2022-07-26,32.31,33.79,31.7,33.45,133407,1
688567.sh,2022-07-27,33.46,35.31,33.12,34.66,172295,2
688567.sh,2022-07-28,34.88,35.23,34.15,34.19,110534,3
688567.sh,2022-07-29,34.4,34.86,33.7,33.85,85151,4
688567.sh,2022-08-01,33.4,35.2,31.97,35.16,186992,0
688567.sh,2022-08-02,35.08,36.16,33.94,35.9,204892,1
688567.sh,2022-08-03,35.48,37.97,35.4,35.9,183401,2
688567.sh,2022-08-04,35.9,36.46,34.45,35.25,111371,3
688567.sh,2022-08-05,35.34,36.49,34.93,36.3,83592,4
688567.sh,2022-08-08,36.3,37.17,35.36,36.19,65295,0
688567.sh,2022-08-09,36.01,38.39,35.98,37.79,136006,1
688567.sh,2022-08-10,37.86,38.2,34.36,34.7,189109,2
688567.sh,2022-08-11,34.91,35.0,32.8,33.45,196010,3
688567.sh,2022-08-12,33.55,33.55,31.89,31.98,133398,4
688567.sh,2022-08-15,35.2,37.37,34.28,35.2,380237,0
688567.sh,2022-08-16,35.5,36.94,34.95,36.03,254023,1
